frequency,Rmax,R_ratio,time
10.0,0.3223106704715858,0.7510878527886875,20:04:28
10.0,0.34021881777516355,0.9820009521033666,20:04:30
7.5,0.30764469984673865,0.9677299684762204,20:04:32
20.0,0.26615030403120665,0.9815223935533888,20:04:34
10.0,0.4252936511550386,0.7355413713584811,20:04:36
10.0,0.25469849412478746,0.9958964742453082,20:04:38
10.0,0.3872800784923421,0.8354730292075782,20:04:40
7.5,0.36356862375435905,0.7409216642478234,20:04:42
6.0,0.247214259818423,0.8412662816949933,20:04:44
15.0,0.23902873926279994,0.9374220032145101,20:04:46
8.571428571428571,0.31654514530969935,0.8958279976660999,20:04:48
12.0,0.49275291259498166,0.5657304592112411,20:04:50
7.5,0.22661463266781406,0.9723464936001981,20:04:52
8.571428571428571,0.26947884936178673,0.9847119997691484,20:04:54
12.0,0.3461423090382265,0.9326241615680688,20:04:56
12.0,0.282631584316268,0.9920191495668518,20:04:58
12.0,0.2675675603158371,0.9921502419174199,20:05:00
6.0,0.23291142301441595,0.8704379382031482,20:05:02
8.571428571428571,0.22260559099791022,0.909374743589266,20:05:04
7.5,0.32314292331203803,0.8798967392499966,20:05:06
15.0,0.2986371323251984,0.9757925416941248,20:05:08
10.0,0.2591638352953295,0.9635925492576353,20:05:10
10.0,0.2968266368126585,0.9774761022887227,20:05:12
6.0,0.24796448215295452,0.8887921303108722,20:05:14
6.0,0.33029075846688544,0.8343212744875699,20:05:16
6.0,0.3170327510239864,0.8305347748284607,20:05:18
6.0,0.21873768251083547,0.9798007358115681,20:05:20
8.571428571428571,0.2399740305441117,0.9061586804044872,20:05:22
6.0,0.335674314351035,0.946311518671758,20:05:24
20.0,0.2709236374126309,0.8137566352477973,20:05:26
6.666666666666667,0.2985527111512133,0.9168844157246073,20:05:28
6.666666666666667,0.2213116107358457,0.9720329846430986,20:05:30
7.5,0.230811937816922,0.9592923395264377,20:05:32
6.0,0.23403950336535959,0.9347049534467456,20:05:34
6.0,0.2838037477904979,0.9272693875482537,20:05:36
15.0,0.36637784481384,0.7327855799177829,20:05:38
6.0,0.30029583386856745,0.9555233230127207,20:05:40
6.0,0.3167483168919149,0.7797379615605535,20:05:42
15.0,0.35680127030718495,0.6381592761568654,20:05:44
7.5,0.2563010474706275,0.9861579664780868,20:05:46
30.0,0.28376337365717896,0.8334636240974063,20:05:48
10.0,0.2696911886921493,0.9421813074721864,20:05:50
7.5,0.27501497748887355,0.8328543490844784,20:05:52
7.5,0.3169193003645019,0.8708683853126205,20:05:54
8.571428571428571,0.29095304173519515,0.8157515479645133,20:05:56
10.0,0.3560527325348644,0.480104348401492,20:05:58
15.0,0.24533321717279566,0.9885633204491553,20:06:00
6.666666666666667,0.2716052815603741,0.9099274059455993,20:06:02
15.0,0.2781698948965205,0.8906259138833991,20:06:04
6.666666666666667,0.3088616365295359,0.6656226169718265,20:06:06
10.0,0.2664560903399188,0.9496325558587525,20:06:08
6.666666666666667,0.2625944404622603,0.8322667286957852,20:06:10
7.5,0.2589793824571549,0.8795671787453208,20:06:12
15.0,0.3319880155217754,0.7494527867687361,20:06:14
12.0,0.30363472008662157,0.7713338301499265,20:06:16
20.0,0.2757069805293445,0.9173466488520261,20:06:18
6.0,0.2659766886041115,0.9901439756695892,20:06:20
6.0,0.22461880921992483,0.958836910669511,20:06:22
15.0,0.5269766283733979,0.5594399021423995,20:06:24
