ch1,ch2,ch3,ch4,f
1.2315221245412165,2.802279318981515,4.757477320153594,12.34589080710675,0.0
4.926615178616308,11.210563313117804,19.031374940247623,49.384090480175715,0.024
4.927418613166726,11.215428108543568,19.035649193462277,49.38485403492605,0.049
4.9290233819723515,11.223726721156314,19.042816179026417,49.38627258875627,0.073
4.931166363782485,11.2351507394402,19.052494607656882,49.387969006172305,0.098
4.933960481235011,11.249803122376354,19.065700781720878,49.39055776205941,0.122
4.937411477903112,11.267658096183848,19.081150051564418,49.3934172814308,0.146
4.941465754229504,11.289139284186184,19.099742604034567,49.396785181092895,0.171
4.946050034041549,11.313463764017152,19.121243472438152,49.401103965257214,0.195
4.951522514963429,11.341291130828001,19.145331638722187,49.405780123606945,0.22
4.957434077447232,11.37268061710046,19.172736906846172,49.41046518045398,0.244
4.9639206971187,11.407025308415948,19.202778727781528,49.41600350110059,0.269
4.971281591670304,11.444732526510162,19.235770255663926,49.422122407681975,0.293
4.9791232903943685,11.485770012781833,19.271535808136758,49.42920027084623,0.317
4.987632416700971,11.530441038556308,19.310275993210933,49.436044693033885,0.342
4.9967047049879625,11.578381072907545,19.35216281366457,49.44392748875747,0.366
5.00657631404561,11.629594874782889,19.396797218858737,49.4522743903445,0.391
5.016996648422531,11.68409550258231,19.44425290311925,49.46125968572405,0.415
5.028163905390181,11.742235454337193,19.495124645682658,49.470926696293674,0.439
5.039917001599848,11.803606026888543,19.54853082918677,49.480151657980265,0.464
5.052356772793249,11.868855002697668,19.60560412558362,49.49061388271975,0.488
5.065382323125818,11.937089263050243,19.665061861694827,49.5016682931221,0.513
5.079310462442187,12.00919140233001,19.727750126207873,49.51279129002321,0.537
5.093705816445337,12.084684471491887,19.79337677544915,49.52532873767039,0.562
5.108913704898854,12.16384708318284,19.862237514146024,49.53787301291847,0.586
5.124822555834648,12.246672515014549,19.93435590531365,49.551174012768605,0.61
5.141528068016617,12.332848161917335,20.009792403884372,49.564256263283106,0.635
5.1587488380037545,12.422558569448919,20.087812288519807,49.57806971419147,0.659
5.176882191149092,12.516104077842757,20.169345655598157,49.59313722415271,0.684
5.195344815880534,12.613430264598689,20.254255609319234,49.60799419530042,0.708
5.215007783446996,12.714857462078625,20.342252607314233,49.62344378232093,0.732
