ch1,ch2,ch3,ch4,t
426.414043197874,161.63286623498425,107.87180437194183,-205.44205431593582,0.0
366.2764519103803,90.45509027829394,39.397976083215326,-269.1774293608032,0.005
373.6141356234439,105.5867254990153,32.583878363948315,-286.6091030542739,0.01
404.75254265451804,139.10370890190825,61.624201519880444,-264.2482412192039,0.015
423.7287950296886,165.63081928761676,88.19619070505723,-213.43048062128946,0.02
373.95072661945596,96.16591751063243,26.29710653843358,-268.5491261682473,0.025
366.6467020059936,92.11560585862026,32.50908036483452,-291.7514654933475,0.03
407.2807150245644,146.07488241931424,74.0182299730368,-258.87026508292183,0.035
430.8869635448791,166.46107707777992,105.10053850477561,-205.8160443115048,0.04
349.65259660733864,78.37147352145985,14.879191973712295,-280.1166367311962,0.045
353.7103880592622,81.53168898401782,26.506540935952216,-303.4872715543024,0.05
390.4362056241371,128.927441122476,63.591388896573335,-270.7107883426361,0.055
417.15779080754146,149.45201207930222,71.74437079997733,-223.03454370750114,0.06
353.06338536692783,72.2006385945715,-0.47309734439477324,-286.87837585108355,0.065
368.32591708609834,90.42517107864842,15.47757596662268,-298.2626313162036,0.07
390.89247341873124,126.30577125353739,58.66594065492973,-274.559145397041,0.075
415.41873732814565,150.54780276631936,92.73642925126478,-215.44628669740632,0.08
360.816197975073,86.41599832614884,21.655890693422407,-276.0027467799373,0.085
353.0297262673266,88.63749889982864,30.152943392749876,-296.43008033791557,0.09
395.2419770671986,137.1589609249495,55.487025692593306,-264.2968599186279,0.095
433.38521671527997,161.32619443861768,87.36967281484976,-212.49924553232267,0.1
356.20490132970735,87.66138501139358,23.462262372020632,-273.56807190878317,0.105
350.1574831013568,87.49682941334322,29.072112305555493,-297.9297802201472,0.11
407.7594222188927,149.3846938800998,76.52396294334903,-253.20057675009593,0.115
423.08927213726565,165.20073079271242,105.30623300233856,-203.82641753507778,0.12
363.7744588400237,92.78130805073306,20.32822620915249,-270.54249284463003,0.125
373.39722142601386,102.39659083681181,34.46504804166034,-285.98827966162935,0.13
393.55902208713815,138.9690725035034,66.37761436356232,-259.3227929775603,0.135
429.94824865600094,167.25393586838618,89.93898408440873,-203.31779114110395,0.14
364.05869123665616,85.77273553377017,20.29456710955128,-265.48988800449297,0.145
367.14410870010033,95.73582901572809,39.94400147674605,-282.57749090204015,0.15
396.2854091548361,134.1932202600874,73.9060329743661,-259.8463789713569,0.155
422.20665574772283,159.6133202589117,82.84065396850929,-214.4514733091928,0.16
368.99161927821115,91.23672936903313,14.426664079073817,-265.01866061007604,0.165
364.47756003169343,89.79686788609251,22.557206582743675,-290.31908381031826,0.17
392.3248551017605,129.68290091352537,64.06261629099026,-261.60039205057546,0.175
418.71732908906415,158.74940336914733,81.30355508672073,-208.73316627694294,0.18
372.77639803336933,93.26375514501706,18.907064225990325,-258.9226236823015,0.185
369.79943766864017,97.53846079437062,24.457075760234147,-289.7880180166103,0.19
401.846640388947,138.6736204070039,70.37930731615052,-259.64442437374964,0.195
423.7400147295557,159.88259305572137,86.76006912207231,-209.79903776431456,0.2
371.8526427443139,90.77672167448327,18.64901112904772,-267.3747975821607,0.205
370.7942510568537,91.90617146110162,31.921916071791202,-284.72793337656185,0.21
394.48277737619355,135.95845303917304,60.62938813166693,-252.93878375319764,0.215
430.3633775510825,166.44985737791285,89.75572898657992,-194.45422824611887,0.22
375.3157901032828,96.8054404030554,33.09250475792214,-238.3943128255196,0.225
362.9404611499049,95.507695118431,30.45213538920507,-254.89849132997915,0.23
404.68148455535993,141.66554037155584,71.30306260520592,-216.53459758451208,0.235
438.0114729604684,159.44876466086134,77.78056932846084,-177.45638294750825,0.24
357.43532841512933,76.50900334352627,14.355605979915708,-255.7661481196992,0.245
381.25475123291835,105.216475403402,42.38989604776725,-276.0027467799373,0.25
404.1466788616963,141.50098477350548,65.10604837862775,-256.2485952139832,0.255
432.94390852050856,167.9832163597457,80.21524419961497,-210.38620205735788,0.26
375.51400480093434,94.32962663238868,27.22460172744468,-270.02264675078914,0.265
367.06557080103084,96.55112720606849,36.89224311290309,-292.3872484858148,0.27
410.2464556894265,146.1945592178963,82.71349737001583,-256.5066483109258,0.275
422.6704033422284,170.5076488298364,96.27437460934743,-208.72194657707587,0.28
360.01959928451106,89.63979208795354,26.207348939497024,-271.8963366285898,0.285
371.9087412436493,106.68251618603244,36.15548282163218,-285.87608266295865,0.29
402.26550918398425,140.16958038927987,66.7179452595301,-263.04773333342746,0.295
435.6777753881179,167.58678696444258,85.5782607360743,-211.32117704628035,0.3
370.21082666376606,97.38512489618734,26.054013041313738,-266.64551709080115,0.305
364.2643857342191,99.37101177265868,29.027233506087214,-290.36770250974223,0.31
398.2862556311302,148.2776834932156,105.85973819578066,-245.2046706448309,0.315
419.83181927585974,149.80356267513707,62.92942660441622,-213.8979681157507,0.32
371.706786646042,83.97758355503902,-15.91140436148271,-278.02229275600985,0.325
350.2173215006478,85.82883403310552,18.37599843228236,-296.02617114270106,0.33
389.1646396392025,129.91477471077815,54.47725270455703,-263.0664328332059,0.335
409.685470696073,147.8999535976909,73.07203528424725,-219.900507544633,0.34
359.98594018490985,83.53253546031192,0.04674874944612384,-279.94460133323446,0.345
348.90087671624497,86.96576361963525,21.753128092270344,-296.39268133835867,0.35
399.8719732123427,137.9779990152456,72.22307799430564,-258.49627508735284,0.355
422.5582063435577,166.6518119755201,85.58948043594137,-213.27714472310618,0.36
353.68046885961667,82.86683326819912,11.120592518243939,-282.72334700031206,0.365
