detected_frequency,expected_frequency,hit,Rmax,R_ratio,time
7.5,6.666666666666667,False,0.2721857697784523,0.8451749388610447,11:01:51
7.5,10.0,False,0.24862946293862942,0.9265108038770167,11:01:56
6.666666666666667,6.666666666666667,True,0.30526877712840084,0.942367745665941,11:02:02
6.666666666666667,0.0,False,0.22560980353324886,0.9772879761984546,11:02:08
6.666666666666667,7.5,False,0.29191837466110854,0.9021528732406273,11:02:13
8.571428571428571,10.0,False,0.30792372982351873,0.8882180565761886,11:02:19
8.571428571428571,10.0,False,0.25287478505069955,0.9160705796796595,11:02:25
7.5,7.5,True,0.2892220645946292,0.6645849264224428,11:02:30
10.0,10.0,True,0.264599753083323,0.992234172591589,11:02:36
7.5,6.666666666666667,False,0.2378929950166485,0.9050265337877447,11:02:42
6.666666666666667,0.0,False,0.3096311489515017,0.9162633784592594,11:02:47
7.5,7.5,True,0.32777810721704526,0.7850136653767199,11:02:53
6.666666666666667,6.666666666666667,True,0.2686762673501102,0.9739805021882486,11:02:59
7.5,8.571428571428571,False,0.26668928150268834,0.9348365091763798,11:03:04
7.5,7.5,True,0.2329158007605418,0.9682580440943468,11:03:10
6.666666666666667,6.666666666666667,True,0.2850667130863914,0.8517065969730934,11:03:15
7.5,6.666666666666667,False,0.25584125640063105,0.9490245932139879,11:03:21
7.5,0.0,False,0.25429733317859937,0.7922926399568367,11:03:27
6.666666666666667,8.571428571428571,False,0.28333663978656415,0.76718746738097,11:03:32
10.0,7.5,False,0.29491129156736273,0.8619521793201725,11:03:38
10.0,7.5,False,0.2553806942766157,0.8586439349695704,11:03:44
6.666666666666667,10.0,False,0.28808531587593483,0.7236992325133648,11:03:49
6.666666666666667,6.666666666666667,True,0.2796116304476532,0.7803641279370254,11:03:55
10.0,10.0,True,0.2682686841046536,0.7646283869526395,11:04:00
7.5,10.0,False,0.31359562680771497,0.7357561322925651,11:04:06
