ch1,ch2,ch3,ch4,f
1.5632821446508904,7.267222179163472,8.928184740679743,183.65390501014573,0.0
6.244162130285073,29.079897709372617,35.7330552702049,734.7047044286908,0.012
6.235752018963603,29.079569567827512,35.74535628180017,734.7417212465997,0.024
6.252095958497057,29.076470082320817,35.81105202368005,734.8394136130531,0.037
6.253533004818664,29.08689846609226,35.89911758342664,735.0406660555954,0.049
6.266243325336631,29.091668117423982,35.98944573773893,735.1426084957942,0.061
6.276982281305068,29.118032438852648,36.108601613751226,735.3243120367918,0.073
6.2868025906835525,29.12545523526611,36.252017970018066,735.6778793122047,0.085
6.299656193617452,29.13761609082709,36.418929130013694,735.9762252896736,0.098
6.320559791429058,29.164086381453373,36.60141458213733,736.3284195646442,0.11
6.330937912714536,29.170420723894274,36.82942134162486,736.6953778695909,0.122
6.357719330205234,29.20171864188299,37.048427576434975,737.2002392122221,0.134
6.371227966142073,29.217422952747746,37.32146721782041,737.6333232939594,0.146
6.397266206493465,29.244965560270945,37.59747182337153,738.1486179395231,0.159
6.428126106156745,29.282866140611972,37.88691802129196,738.7118692496839,0.171
6.447158662193118,29.314518628558748,38.22417566289444,739.2469330790855,0.183
6.471568648838224,29.353287834627356,38.59518724126071,739.9205283161455,0.195
6.509669928097875,29.39302266753669,38.91231569215657,740.622059209643,0.208
6.544450752084728,29.394622310537578,39.33409324417859,741.4742268262094,0.22
6.586300501141428,29.48311382022852,39.77678989167221,742.0873964634753,0.232
6.633541996140857,29.496843235128207,40.26431713621238,742.8293946432935,0.244
6.6856254058063405,29.48669535279657,40.71350008008019,743.9415299801929,0.256
6.729736827885806,29.575371378233193,41.26871983641373,744.8170616193433,0.269
6.75051656083622,29.68342670375816,41.73793788513784,745.0244006152371,0.281
6.780925608231476,29.54344132347771,42.23196528921938,746.8339679103995,0.293
6.875349806647987,29.786941893561174,42.84708781281219,747.8665336797253,0.305
6.969118856347999,30.070483721718915,43.37977978481835,748.9254881710705,0.317
6.929464763066661,29.70174916398569,44.16745813782644,750.7279188092822,0.33
6.9481980888908526,29.578487483574758,44.62327684968063,751.0320667251367,0.342
7.149396449452756,30.298855530629083,45.6771115419432,751.9998991861207,0.354
7.230827292113611,29.770276313800796,45.89323895877885,752.9640073702934,0.366
7.109634849389299,29.507786555188964,46.272064782448446,753.2307320019495,0.378
7.192316990500061,30.62163832610557,47.86908667328103,753.5568930116368,0.391
7.327211770006435,30.10944445109833,48.61393122164371,759.1260143745708,0.403
7.877901622737605,29.369567555199623,49.02106816211118,762.1104787105926,0.415
7.674795455578859,30.894985402816683,51.55196907076574,760.8715474671997,0.427
7.775842026746979,30.465456162546214,51.50186262420394,756.6768144138614,0.439
7.980557853241209,28.694251845931934,51.818289419574796,765.8347932534683,0.452
7.564137527445518,31.442955273251695,52.43943723226586,766.9344007154604,0.464
7.598394289419589,31.868883126939163,52.446525726444406,769.4071079048235,0.476
7.164344613233076,30.18274797358727,54.779005561573,769.4649899698218,0.488
7.382546346889427,30.156022918594847,55.56394460592561,780.013836266196,0.5
8.582754795450011,31.17342951584289,60.56370264703613,767.3980478491973,0.513
9.688590868226429,29.86592465923363,58.75321519755573,790.6335614630635,0.525
9.10744361855502,26.875655648082795,55.67288504086191,767.6048799484993,0.537
7.929893690064951,32.94057830879787,61.25665227324339,753.9578852290883,0.549
8.86046918203467,33.78428215751164,59.36976053567632,781.390477290619,0.562
10.619915559877475,30.405766669321714,65.06865290328662,818.362966729766,0.574
9.736865201104816,35.118142286825986,64.36827778252606,784.9829507573721,0.586
10.838234070557494,30.901856375041433,59.94083292626306,778.1200661466892,0.598
7.586548494395966,31.162271093667663,62.404789973692786,783.8137786137048,0.61
8.74401908338071,29.453660442518338,69.1253894292714,798.730937988998,0.623
8.999190815155362,33.97454734513899,59.15143383153433,814.6240906190365,0.635
10.337905802317124,23.637932917019942,72.73933722977888,776.081018238224,0.647
7.19481351792695,36.469074187378645,76.97836368245164,830.9918644569409,0.659
10.691849181488443,48.9191464744851,64.01800512181714,792.6213364478342,0.671
12.834927233430173,26.71519314781461,87.0548536234705,827.2278755432717,0.684
14.691811428131269,19.764507282750994,59.428633805741924,864.3702741935394,0.696
10.335219015061812,44.853548530610524,83.7603938357363,806.0094416086779,0.708
8.219184038469251,18.69318746642923,104.72214831255904,828.7963873561126,0.72
11.149647405988466,20.09807151462592,75.32662153070216,854.9666338658508,0.732
21.616040113689746,35.382513604337326,97.42140695444097,878.2308068912579,0.745
9.257493673075821,52.11479345151867,128.2071454106891,827.9254613931378,0.757
12.89723577534196,28.73659740040424,85.592225417703,891.2189842020625,0.769
21.897197274099998,50.585864771980205,69.10580861249248,678.9989189277424,0.781
25.222665617987296,33.343437517375875,95.79104245854748,953.7732023506688,0.793
4.001034965805993,18.921430511988355,56.20299536215582,854.9550243567801,0.806
17.343440568551678,40.298859035099376,114.61695831911224,768.6099266624645,0.818
35.162626402685646,33.62165386329896,52.7090324140039,1065.3661071270028,0.83
8.953569605202103,21.812231049742724,157.2584318939055,812.2924666849799,0.842
24.715685481600826,148.6857226332327,50.81334832163059,1139.3915633379982,0.854
29.024541995117406,27.80140425871731,169.75685449215783,575.0691302020379,0.867
10.361351031564112,14.433604485477705,197.19959219530116,756.0452503052877,0.879
19.279226449423476,97.22467264664832,188.68536211656368,713.8802295291746,0.891
18.481817950640302,38.06232597275672,164.6609356484912,1087.4592594070018,0.903
73.87809282299267,11.709000483858825,226.33183624087064,1588.3881729483867,0.916
35.88287097227344,82.19058399716654,86.62373498203897,847.2109203365799,0.928
32.492804589115465,97.41402340637794,58.61999745458894,1136.4375616162254,0.94
78.26534773485982,86.89927074480312,57.10751012112346,546.6322607955605,0.952
5.3983366327550435,42.379872146173,134.23638547346317,785.5420289522849,0.964
28.026817810165152,141.71188652580355,286.0981236246836,949.9756238181621,0.977
221.2751159831526,96.21475705690669,258.20902798149206,733.350929157081,0.989
131.57566145038226,24.14464184627609,287.31844061655676,2485.679461617782,1.001
20.34317755542024,222.57428105760602,245.91758259665613,1939.2111688805662,1.013
54.93358547932797,57.73839593753145,117.49750110143556,1137.5657445550635,1.025
13.200830876766865,33.58899738261672,375.97032078067843,462.4169113129824,1.038
200.8616544185494,331.1564273354153,353.0300810242168,1706.1079117073764,1.05
153.8485484545145,5.740236749871638,2.553763118296806,424.157213739401,1.062
49.83131476704193,50.139191429271555,37.40366821755808,2152.195930758474,1.074
260.83663470589767,415.2330605822922,3.3540582998597297,414.6829383093329,1.086
885.6564234245371,573.7801288768534,653.9465173059516,1124.5914791621503,1.099
333.3696307822609,564.1717938961598,57.490283594728886,1031.5635770489878,1.111
10.331666598175628,62.030967990673545,1078.2700059934161,2066.7985698930265,1.123
62.96072408031514,164.67416207365298,900.9486050720656,266.3048335080294,1.135
46.063917878116065,57.02855249719187,165.37091728686897,3286.783256989262,1.147
579.0277896284282,974.6660881044494,179.4355948159144,1690.0729874392493,1.16
64.39954585112982,1143.436216699813,983.0000772690182,8815.646131641923,1.172
161.0164077208139,464.9024459064483,422.45619698070806,4676.710638945122,1.184
251.87122591206472,626.0367619546136,696.8194228265486,1370.4568375328927,1.196
1186.52384321288,276.6355565932403,656.0970590776614,14439.084106971552,1.208
983.1951319312273,209.15521623722324,4616.402026521037,235.78082923317174,1.221
436.293173846629,2170.0740057262956,2733.585030609751,5203.6297845860645,1.233
27.76481572763087,755.6400653614755,1680.8609107837779,1138.6502330583896,1.245
1830.5952227565756,323.5157990810246,140.09962238153275,2109.7413266252393,1.257
692.4621127964261,1018.3938512093428,7736.227810579789,2893.0316596134385,1.27
217.8475257158938,1441.4649709876273,87.89882859269156,6167.463089733544,1.282
30.333606747908977,919.9461362190463,2487.256502571796,6642.928664634014,1.294
1605.5274538792276,3057.2164317378106,3264.997039402843,1101.7845481178447,1.306
600.2843514983479,473.24313895558214,2196.2741298798946,6747.989463286105,1.318
238.01504903802748,2705.54009758615,3138.9773850143874,7789.366068357377,1.331
2173.0294178487625,117.07027683285435,9579.40568689902,20392.788640001967,1.343
2912.906112473737,5246.205413335055,428.5168737346981,5041.668760628873,1.355
1774.9545127819063,1541.165462850498,3278.5249051552005,199.18438490226242,1.367
4485.8703707236755,103.7343192268221,1555.6355318207045,4686.348694832045,1.379
12170.510659863232,225.0136008206414,148.0282959934416,2215.6311034809696,1.392
6199.522982218371,1275.7193002151791,2698.798940649649,14144.522431657111,1.404
893.5295694377913,1236.640996150769,1315.2558975038596,13977.68897400988,1.416
3233.3557055888914,1561.19086571394,18235.683107444507,17655.290756490605,1.428
14876.032765640188,22.073376026382807,1974.4936934287236,3060.0361135095695,1.44
3296.5940740049728,13212.70594649482,13679.560505154901,2597.564741848391,1.453
14083.14196199807,14281.306746690176,187.75037515872012,11567.610567137679,1.465
21142.134404609544,3266.023980060378,14481.462710666252,9466.851251239876,1.477
29528.172270706105,39486.50113861158,10583.82764598645,135121.3695487898,1.489
12920.477863370135,42982.21778432896,36876.24360436688,14340.423361963543,1.501
9337.662345385732,1078.6250816408158,25023.827680853985,15123.945084616807,1.514
3333.0750132533917,37302.22327165758,67267.14718345588,28777.384668035265,1.526
1438.0701042599878,12554.764545818314,16480.273818391135,77650.97866570983,1.538
1645.8389500954572,12664.524149354815,4652.499479174932,49820.93043050862,1.55
88965.05936072457,6588.88992005822,12673.387648899867,102892.36422729604,1.562
77942.94421699362,15425.9098041334,1281.7539396008438,197489.43793102537,1.575
27062.0161234359,103203.64412896644,61485.560858330566,296349.1453642349,1.587
43450.19892694035,150293.18187481834,50425.14312952475,357408.7954286526,1.599
10463.514836959721,122977.69540737456,76869.61012008684,173358.7369862074,1.611
46611.73874470697,161167.66351921172,308221.1196247176,239713.42924799304,1.624
69126.41019614202,33716.73135029297,165306.27100984342,411927.9130837587,1.636
34091.16961543895,131559.25054880278,356306.193650516,105292.99669363706,1.648
33287.61470585683,185309.95403304577,153603.3070109237,568998.1130473029,1.66
158327.49766941217,227416.23648557084,104270.14439827514,27766.703181679324,1.672
79013.39919928699,794215.1648489544,90324.32990113653,624971.0685459442,1.685
18696.76630406044,18663.29767723545,457252.38175790914,909451.7793776349,1.697
283653.1875280889,142289.04714955765,259343.86778136296,95795.14458379896,1.709
347572.77622883295,527650.4527352782,128396.22052115238,767521.6716289651,1.721
124321.95929008667,766617.3115441719,430343.7453998401,3070810.367292078,1.733
434625.2781878063,32438.000733298686,362142.4981319185,913985.4324760828,1.746
880351.8853357942,415445.8328145156,257104.0672668285,2227878.826738878,1.758
263636.22259140975,220488.2170358352,414309.7771922077,1242725.6054752618,1.77
755385.0535068897,1823334.950899283,244217.35703569406,445881.4183813944,1.782
79189.41915536615,532157.7596641056,1630456.0850001073,335150.79023054236,1.794
690611.2299892589,382752.69092185656,738593.618466241,1300291.8155272205,1.807
