ch1,ch2,ch3,ch4,f
421.08656397643324,2.467259157336057,113.19201493263472,0.2955862463118921,0.0
1684.3430354827835,9.869221717796968,452.8116699239284,1.184647291636511,0.012
1684.6163728102852,9.875989020690463,452.86775656879445,1.1870778585238693,0.024
1685.0546072643158,9.87673268107963,452.993133058673,1.1947999346395854,0.037
1685.650004030562,9.887263805973364,453.22639365398993,1.2026696225213915,0.049
1686.302191379156,9.900559478917856,453.44841185819683,1.212641673135719,0.061
1687.1313179323972,9.90797578384099,453.7787603424914,1.2259941879634038,0.073
1688.206203983149,9.924410017780957,454.12561239389976,1.2428702447138666,0.085
1689.3469492125182,9.941053137767213,454.55279937269387,1.2606926003351915,0.098
1690.6908619181147,9.957798107905,455.009924284149,1.2802134189858096,0.11
1692.2169835854268,9.97927364664477,455.5356038351045,1.3044379992817754,0.122
1693.807435440402,10.003473316233748,456.1399365981827,1.3320563534401733,0.134
1695.6254682210615,10.02862578424707,456.80452060609946,1.3581791169071262,0.146
1697.680521104058,10.057304735196741,457.4704116301946,1.3889202287565043,0.159
1699.7493024223468,10.086502475065368,458.2229850776908,1.4254261239468946,0.171
1702.1512132229032,10.119160622474542,459.06443996235873,1.4638568265344263,0.183
1704.6008632711707,10.155039512114087,459.93810399091143,1.5033971754073898,0.195
1707.192530958804,10.190313477627353,460.8903875792066,1.5459106428477767,0.208
1710.015350337968,10.229181606483602,461.87500701544246,1.5915410881527001,0.22
1713.0052418562993,10.270188648827965,462.9336916002516,1.6428399163288236,0.232
1716.196952624133,10.31433680895402,464.06242472510917,1.6940582858698001,0.244
1719.5148548612735,10.361805226436818,465.23537549020807,1.749728849993962,0.256
1723.0254079966414,10.413462390324305,466.49048885229246,1.8107503779428262,0.269
1726.6921563536791,10.456784775630647,467.7886874785153,1.8753834028238552,0.281
1730.4718172762646,10.514618891184092,469.203645947496,1.9411165189161304,0.293
1734.5913260126788,10.566003709997387,470.61958121599577,2.0111106783150006,0.305
1738.6952051871403,10.627500542871514,472.13883553186866,2.0893914571049526,0.317
1743.3248699504197,10.684064069730368,473.7749707578051,2.171789800102948,0.33
1748.1902974471284,10.759100000627981,475.3559175778914,2.2549263601670138,0.342
1752.471977513144,10.817163822904106,477.1290647312777,2.3393553212514897,0.354
1757.3643095150157,10.891366679480461,478.80957126593074,2.432461777489483,0.366
1762.9312082161441,10.951596900272701,480.9085623568793,2.5358563610610863,0.378
1768.607279044674,11.01398090057501,482.82378624790823,2.6337843562453522,0.391
1773.1034124032235,11.149446956467477,484.7749874237701,2.746828457698226,0.403
1778.5667788046565,11.152500625042634,486.78598734922446,2.877909325887281,0.415
1786.6034804362666,11.24398345645502,489.015571638337,3.0145308264981097,0.427
1793.1714822931817,11.373696248736778,491.28629673000114,3.1094827303454515,0.439
1797.3944888105336,11.405186379357175,493.21489950648777,3.245055785449838,0.452
1803.4879126353426,11.629779051001403,495.87951408758596,3.363373786522282,0.464
1814.323225983983,11.6437749080712,498.78168376060034,3.5719416638130195,0.476
1817.140531738857,11.64316626497267,501.3696770630566,3.674042560240463,0.488
1827.986546681739,11.75053400575456,503.90954289842574,3.8584588672075664,0.5
1836.0311921141874,11.801083454438876,508.0578843193708,4.084566448167744,0.513
1840.246276932171,11.694513568426459,509.43892392758204,4.26799435437422,0.525
1853.9777281936883,12.015944186075041,512.1844307364838,4.337488425209588,0.537
1852.5085586168525,12.581852141631071,516.7722604271593,4.654932528996828,0.549
1870.6678981690825,12.270711943435552,517.3619725930356,4.867419284214719,0.562
1871.638129124992,12.309575744068901,526.5785112005974,4.826397753560068,0.574
1887.0293436679751,12.390270081668254,524.138284954884,5.33977502846413,0.586
1893.0893093762577,12.504898532635687,527.225312084878,5.725687064469149,0.598
1917.1269888476336,13.090864446826714,529.4764859482183,5.637045909704991,0.61
1911.5708241777306,11.90041476852569,534.9856741937607,6.324011715939699,0.623
1932.2764526200585,13.036017233048055,536.8861370810872,6.461329810755636,0.635
1945.5474962118042,13.981065179164917,546.8463924381703,6.409009504333598,0.647
1954.8856234476198,13.657425197435058,555.2025890675318,6.719906904404349,0.659
1945.4657231898898,14.39172296463703,545.9378751109911,6.968873258894064,0.671
1962.5988286335482,13.347948247872747,552.0736422015699,7.55397105807822,0.684
