frequency,Rmax,R_ratio,time
10.0,0.4561977659495795,0.6053999925573756,19:45:02
6.666666666666667,0.313087255109418,0.9374923307653464,19:45:04
30.0,0.2587833697149217,0.8666422644775972,19:45:06
15.0,0.31491753129317546,0.8727573142085842,19:45:08
6.0,0.22179458419162854,0.8459491909753872,19:45:10
6.0,0.3090433777399888,0.9937714916026301,19:45:12
6.0,0.353808314524252,0.7402981209208038,19:45:14
12.0,0.30080593564837266,0.8227595017783829,19:45:16
20.0,0.3024144924901602,0.9444870081503824,19:45:18
12.0,0.37940344383859875,0.6502862605835652,19:45:20
12.0,0.36217919618852235,0.6235124800722687,19:45:22
12.0,0.28767788419676354,0.8934128418941034,19:45:24
10.0,0.32606555838083284,0.7788645796788458,19:45:26
12.0,0.4724460868606232,0.6010062557363796,19:45:28
12.0,0.3238222338287085,0.7874576259426479,19:45:30
6.0,0.26478946350089305,0.9553577064248213,19:45:32
8.571428571428571,0.29958159274297363,0.9975983920959084,19:45:34
6.0,0.29001744249048306,0.8942708980156806,19:45:36
10.0,0.3804946538868667,0.6900873815920506,19:45:38
10.0,0.2423444828038946,0.9837407624770135,19:45:40
10.0,0.29311486552656424,0.7978972201654316,19:45:42
7.5,0.2938648605980396,0.9992026717498129,19:45:44
12.0,0.2736984642296177,0.859048151838786,19:45:46
20.0,0.26264487182895707,0.926846891231369,19:45:48
6.0,0.3021325071449864,0.9188627345757442,19:45:50
6.666666666666667,0.26625839902834686,0.8910799378671341,19:45:52
8.571428571428571,0.28629299542439124,0.7347310806849527,19:45:54
7.5,0.22925402857661456,0.9485850841862827,19:45:56
10.0,0.33284762585757366,0.8245277789190104,19:45:58
10.0,0.244407078317694,0.9919844220913819,19:46:00
10.0,0.3746103414537393,0.6553325468032338,19:46:02
10.0,0.6134246132277981,0.4322550452948121,19:46:04
10.0,0.5069741179439607,0.49385548581753197,19:46:06
10.0,0.515011651491695,0.5795904154563251,19:46:08
6.666666666666667,0.239929520198135,0.8402414845849997,19:46:10
6.666666666666667,0.319227692445984,0.7703644288719629,19:46:12
6.0,0.2802075261058694,0.8510733078186257,19:46:14
15.0,0.24375731738748918,0.9821325685050005,19:46:16
10.0,0.2849237123311121,0.7345426647349506,19:46:18
8.571428571428571,0.33779488691101284,0.8151653299696994,19:46:20
12.0,0.2940603608601734,0.8695898125175286,19:46:22
6.666666666666667,0.23293299662242167,0.920085525573477,19:46:24
10.0,0.2924201457680827,0.8636393352512644,19:46:26
15.0,0.2761081194565343,0.8952474880903734,19:46:28
10.0,0.30998994602131463,0.7333853561442414,19:46:30
6.666666666666667,0.35277217949140577,0.7646443628616795,19:46:32
10.0,0.3342580239664397,0.7278863678858766,19:46:34
15.0,0.2523805962837936,0.949518897093052,19:46:36
10.0,0.3208047772973056,0.8111405852508735,19:46:38
10.0,0.24040236239388113,0.8495819204177932,19:46:40
6.666666666666667,0.2398137066258683,0.8989563002397234,19:46:42
8.571428571428571,0.29426623607069335,0.9296344571435173,19:46:44
7.5,0.3160267484640552,0.953386966969931,19:46:46
6.0,0.2752558492671261,0.8609511529262149,19:46:48
10.0,0.3839440717940729,0.5132180154820272,19:46:50
10.0,0.37865947119580307,0.6590534815178662,19:46:52
8.571428571428571,0.23348234473805868,0.9828812794723438,19:46:54
10.0,0.40064037860516855,0.9108886221070339,19:46:56
10.0,0.24160389353449085,0.9522648673197707,19:46:58
12.0,0.27900430121229325,0.9330935415059926,19:47:00
10.0,0.32580368288131184,0.7951362037986416,19:47:02
10.0,0.47745398950080153,0.655480962765527,19:47:04
10.0,0.4180811404561623,0.5536778568194527,19:47:06
10.0,0.5379560907484533,0.5423339556995354,19:47:08
10.0,0.48162119021263283,0.7000258251559631,19:47:10
10.0,0.4366673953744124,0.6352507680543454,19:47:12
10.0,0.47034659198881845,0.7305464517893971,19:47:14
10.0,0.5104989143855834,0.5281585369481845,19:47:16
10.0,0.28739983736390406,0.8009980935096263,19:47:18
10.0,0.45071221935960665,0.7956704519101526,19:47:20
10.0,0.3297745180557809,0.8298169525339557,19:47:22
12.0,0.23883391704851967,0.9790937917684251,19:47:24
6.666666666666667,0.4341859112331615,0.8574131818939873,19:47:26
8.571428571428571,0.2226498503708243,0.9230336085804554,19:47:28
6.0,0.28625455493258967,0.9075114833006722,19:47:30
20.0,0.2646542778594302,0.6514267271456627,19:47:32
8.571428571428571,0.28328392938138547,0.7918336544117368,19:47:34
12.0,0.25147517112131984,0.6597307842140153,19:47:36
7.5,0.2569544010041869,0.9147833896038825,19:47:38
7.5,0.3143843596638139,0.9283007663107747,19:47:40
6.666666666666667,0.20835016939697396,0.9832404597937213,19:47:42
10.0,0.2552100244699274,0.9968589938351261,19:47:44
30.0,0.25569582882502084,0.8634042199445091,19:47:46
12.0,0.2839385764233433,0.9203027587741962,19:47:48
6.666666666666667,0.3121799100663285,0.8954630626879868,19:47:50
6.666666666666667,0.3493917320338248,0.9346291238827004,19:47:52
7.5,0.2890451495658212,0.9071310262660767,19:47:55
7.5,0.2317720511259081,0.9682920777671129,19:47:57
8.571428571428571,0.28323399240656766,0.9867701142083564,19:47:59
15.0,0.1995885263622257,0.9964136033847393,19:48:01
10.0,0.4493943622705245,0.5163777578441662,19:48:03
10.0,0.5036494296540591,0.7229364737628325,19:48:05
10.0,0.4428266400690009,0.5555098409606174,19:48:07
10.0,0.4099706874047119,0.7964097490775197,19:48:09
10.0,0.5308879625996393,0.5918241398461522,19:48:11
10.0,0.46550994890072345,0.6620175996584865,19:48:13
10.0,0.43224791711981037,0.5287251205594771,19:48:15
10.0,0.43564296043662226,0.6683379930239436,19:48:17
10.0,0.41970615846110093,0.6602376153585031,19:48:19
8.571428571428571,0.23724798407507874,0.8234128679656294,19:48:21
30.0,0.25245216815069993,0.9204348660437811,19:48:23
10.0,0.2576753774132082,0.9328632640020803,19:48:25
10.0,0.24249181634040232,0.9395075962413341,19:48:27
7.5,0.23400197125635985,0.7915381039714574,19:48:29
8.571428571428571,0.34631796259932346,0.7918237713981625,19:48:31
10.0,0.25826812411402283,0.9892246850728299,19:48:33
30.0,0.24364056853939098,0.9435193787123632,19:48:35
6.0,0.26540100115977816,0.8209345728512039,19:48:37
15.0,0.28431916106234617,0.7984955059294575,19:48:39
8.571428571428571,0.2995476434883868,0.9794339165408068,19:48:41
10.0,0.3732852967262205,0.6981907108941671,19:48:43
10.0,0.4858852143507206,0.7995646737591023,19:48:45
10.0,0.47480915853995337,0.535043031851119,19:48:47
10.0,0.3270315179164046,0.7219057034941568,19:48:49
6.666666666666667,0.2877281483966754,0.929519325243509,19:48:51
7.5,0.24084890643215418,0.9317588030654671,19:48:53
8.571428571428571,0.2981840737384907,0.8345935905672288,19:48:55
7.5,0.28038600576687517,0.9245734847320755,19:48:57
15.0,0.22892451030435518,0.8655039054525436,19:48:59
6.666666666666667,0.2508325986938547,0.9037796490753828,19:49:01
10.0,0.4537585653492654,0.615878574355533,19:49:03
10.0,0.5237477049397853,0.4029191320901817,19:49:05
10.0,0.35956068999299573,0.9408770848427401,19:49:07
10.0,0.5095917340736992,0.5854297852014857,19:49:09
10.0,0.6088736922956588,0.43598972117125206,19:49:11
10.0,0.5173715393581994,0.689126522925796,19:49:13
10.0,0.32493285383680787,0.8461629998017813,19:49:15
15.0,0.2638632246923256,0.8329317563995057,19:49:17
12.0,0.32305528689659707,0.9853300793936097,19:49:19
10.0,0.2603326820181694,0.7782465215445122,19:49:21
12.0,0.2612747873288533,0.9132688395977444,19:49:23
7.5,0.2870328796940825,0.9669663115764802,19:49:25
7.5,0.2983646121475798,0.9294242850600023,19:49:27
10.0,0.2868014127729408,0.8335955042734005,19:49:29
10.0,0.2241043297662095,0.9583517231734994,19:49:31
15.0,0.2502093605193516,0.9163621808690223,19:49:33
10.0,0.3459696612197825,0.6938955923141902,19:49:35
8.571428571428571,0.28034824096285593,0.9031308383088872,19:49:37
8.571428571428571,0.25393467106303647,0.897538222090982,19:49:39
10.0,0.29296166979606897,0.8551544112698058,19:49:41
6.666666666666667,0.30014607428306356,0.7653560643935464,19:49:43
10.0,0.2756849246601441,0.9987985744838884,19:49:45
6.0,0.2626087766723399,0.8568208561968884,19:49:47
10.0,0.2928542708648956,0.7880546047130405,19:49:49
7.5,0.24148782211488506,0.920782682975551,19:49:51
10.0,0.4934523654838447,0.4813748983907694,19:49:53
10.0,0.3929293398244057,0.8305882938139479,19:49:55
10.0,0.4382345521604371,0.7788252030869518,19:49:57
10.0,0.4343429438962569,0.67456300828167,19:49:59
7.5,0.28411698052872575,0.9407361819658718,19:50:01
10.0,0.23397347087941986,0.9762585751974507,19:50:03
10.0,0.2871148202497892,0.7790014581581921,19:50:05
6.666666666666667,0.22979856025202056,0.9879245812923234,19:50:07
8.571428571428571,0.3398590866113454,0.9181540857675,19:50:09
7.5,0.213538087116402,0.98665256688758,19:50:11
6.666666666666667,0.3240225650290314,0.7555831711876252,19:50:13
6.0,0.2502377678580768,0.9979156281806988,19:50:15
12.0,0.2445044461230303,0.9412552333052727,19:50:17
6.666666666666667,0.24613130999742142,0.9272830159766928,19:50:19
6.666666666666667,0.29189013955241616,0.9797813184449562,19:50:21
7.5,0.22735016795742594,0.9548887451406345,19:50:23
7.5,0.2512842497687489,0.940279079228393,19:50:25
6.0,0.3260778944604419,0.8951043804484425,19:50:27
7.5,0.3141055013832042,0.9323289639477781,19:50:29
6.0,0.2920420436419759,0.8542940347730605,19:50:31
20.0,0.3076028965310085,0.859829540577127,19:50:33
10.0,0.5098374554689092,0.5312780373658708,19:50:35
10.0,0.3976222511014949,0.7828693931460631,19:50:37
10.0,0.4838297792102211,0.5603216411622289,19:50:39
10.0,0.4151556622178581,0.6403950424645078,19:50:41
10.0,0.3557863730499621,0.840425599280813,19:50:43
20.0,0.30191106879991586,0.8326929704369509,19:50:45
7.5,0.2639477053283698,0.9081649976143159,19:50:47
8.571428571428571,0.2859784646423547,0.9731229507652294,19:50:49
20.0,0.3576956688951624,0.7086084621872132,19:50:51
10.0,0.2982446756358915,0.938523945686658,19:50:53
8.571428571428571,0.2327364742008196,0.9430513846170366,19:50:55
6.0,0.2263608830115296,0.7816706591792282,19:50:57
8.571428571428571,0.2152356298253072,0.9899301880061367,19:50:59
6.666666666666667,0.3199213020120189,0.6875499179107917,19:51:01
7.5,0.2068544283162032,0.8875582760798805,19:51:03
6.666666666666667,0.31541809885228583,0.7039454960315281,19:51:05
15.0,0.25478517343531176,0.8912204509750186,19:51:07
12.0,0.2297418621747319,0.9825779694712939,19:51:09
20.0,0.2670265177188352,0.8319096327801708,19:51:11
20.0,0.3352245807893891,0.705498952741688,19:51:13
15.0,0.2710666280501544,0.8141334747726234,19:51:15
6.0,0.2792551070347774,0.8146989772438077,19:51:17
15.0,0.231700523591723,0.9557890644255355,19:51:19
10.0,0.33100359137982305,0.9802228144374256,19:51:21
10.0,0.3018754283230453,0.9483160728801313,19:51:23
10.0,0.21342857777795315,0.98809888287669,19:51:25
20.0,0.25733286831028257,0.9928717129412233,19:51:27
6.0,0.23338108312897293,0.9576433533764053,19:51:29
12.0,0.28961094996597125,0.8694827996103246,19:51:31
10.0,0.3723776368161444,0.7322393478913709,19:51:33
10.0,0.395050828809444,0.8068807264216352,19:51:35
6.666666666666667,0.41145260768542585,0.9418890296773574,19:51:37
10.0,0.36262657921303443,0.8521036145034051,19:51:39
6.666666666666667,0.3364670557170525,0.6603416911162214,19:51:41
12.0,0.2567196484945621,0.9344965335431857,19:51:43
6.0,0.36609625150550146,0.8628202679400547,19:51:45
6.666666666666667,0.3105992970096788,0.6122128665005496,19:51:47
20.0,0.2500242930793777,0.9247426834961756,19:51:50
8.571428571428571,0.2665528481557396,0.7680098461490092,19:51:52
6.666666666666667,0.46894289914846704,0.8485416114608442,19:51:54
7.5,0.2703353857001771,0.9321614941221636,19:51:56
15.0,0.22437600261553914,0.8834325660226843,19:51:58
6.0,0.21392158229759606,0.9209582809881128,19:52:00
6.0,0.354670267840056,0.9895207650706239,19:52:02
8.571428571428571,0.30238480514410354,0.9073476440093503,19:52:04
6.0,0.21675235443352056,0.8409236697856184,19:52:06
10.0,0.28998969980538686,0.8430188755603291,19:52:08
15.0,0.21623372534444998,0.9101786534234768,19:52:10
8.571428571428571,0.2907664016887342,0.9003630569071838,19:52:12
7.5,0.20769270067753634,0.9737833577945633,19:52:14
20.0,0.276064724948965,0.9845803915688842,19:52:16
6.0,0.3949822001491845,0.7086195599613018,19:52:18
6.666666666666667,0.2570235631397841,0.9444379353436362,19:52:20
8.571428571428571,0.24575466997266357,0.9913705757443717,19:52:22
6.0,0.23946287195929003,0.993903682377099,19:52:24
10.0,0.3519790070947328,0.7627842933977321,19:52:26
30.0,0.27620609905772275,0.9610828991167493,19:52:28
10.0,0.3184796903079584,0.7926712777504435,19:52:30
12.0,0.27048854819653256,0.885591715234329,19:52:32
6.0,0.2869683989976149,0.7901134488301381,19:52:34
7.5,0.3413329337601297,0.7383359273668492,19:52:36
6.0,0.2571037266181231,0.9526728951655371,19:52:38
6.0,0.26230689667196294,0.988848228759486,19:52:40
6.666666666666667,0.2374062284144529,0.9367725220374498,19:52:42
6.666666666666667,0.24361686586929523,0.959064578668731,19:52:44
20.0,0.30792089478944573,0.7639210779319724,19:52:46
