ch1,ch2,ch3,ch4,t
101.36998829897493,67.52389369998127,-89.69589058728889,87.7997613097541,0.0
107.96717182081193,69.89873017184436,-90.51866857754067,75.88444005092606,0.005
119.51598288398236,84.12530960328877,-84.20945735229179,95.49273551860824,0.01
102.37228148709983,65.5866255229339,-99.29995367350057,102.00390134146437,0.015
106.4188532391563,62.49746815953404,-97.52350119454786,84.53482864843681,0.02
99.66833381913602,61.43907647207379,-97.51602139463648,66.02980366768315,0.025
108.54311641398817,79.98524035234004,-75.62638695398346,99.45328957168385,0.03
98.94653312768787,70.12312416918576,-87.3210541154258,104.40865701297298,0.035
102.55927648488432,61.46151587180793,-101.57007294660434,79.25408991100267,0.04
107.84375512227416,67.22844160348177,-98.48839538311586,71.52371670259163,0.045
119.48232378438115,83.49700641073287,-77.22332423506305,100.70989595679566,0.05
93.35164279397577,62.28055396210402,-104.90606370707974,92.2128432574682,0.055
88.20928035490215,50.63824540004134,-120.31819142447785,69.11148123117164,0.06
115.03558273706585,74.31929191946983,-91.41250466695055,72.81024228734896,0.065
112.0511425724253,74.05375902261585,-83.37171976221725,92.50081555405632,0.07
96.04063086211681,57.09705262351781,-115.06363198673353,88.81701409770176,0.075
89.50702563952655,51.96590988431126,-113.31335880747065,70.18483251845464,0.08
106.56096943747252,64.94710263051093,-100.29850696166977,73.16179288318381,0.085
110.3868870921433,76.01720649935305,-87.16397831728682,90.17833768157288,0.09
99.62345501966774,63.387564348988235,-98.28270088555291,100.19378976291046,0.095
93.20952659565955,57.04843392409384,-107.55391287570819,73.71155817667022,0.1
106.21689864154905,69.01237388234586,-99.73752196831629,67.7912965468131,0.105
111.66967277694494,72.54657934047282,-88.86563279712573,94.20620993385091,0.11
103.86824146937579,66.51038081198931,-99.44954967172816,105.47078860038891,0.115
103.67376667167991,65.97183521836996,-99.78988056769595,84.55726804817095,0.12
112.56350886635482,67.62113109882921,-91.96974976034835,73.35626768087968,0.125
114.15670624747872,72.2174681443721,-94.40442463150248,92.33999985596165,0.13
99.84784901700914,64.24026153888553,-103.74295482086018,97.01487480057403,0.135
97.62634844332933,62.83405915554613,-101.50275474740192,81.65510568255559,0.14
117.96018450241536,78.87822996545583,-76.5015235436149,84.23189675202593,0.145
123.17360504064709,80.98005374055356,-78.57716801902279,102.70326263317838,0.15
108.89466700982302,72.2586070438847,-94.16133113438264,106.13649079250172,0.155
98.68474013078958,63.12951125204563,-101.90666394261643,85.73159663425758,0.16
119.05971508938819,78.28358587250113,-83.46895716106519,83.30814146297053,0.165
120.89974586758763,86.66470167320222,-71.67331270081922,108.64222376281396,0.17
108.04570971988142,72.97666783537716,-95.025248024147,103.3614850253798,0.175
102.34984208736569,63.54464014712721,-103.03611372923478,81.47559048468247,0.18
112.84774126298726,70.05206607002765,-96.6932434043847,75.95549815008417,0.185
121.42333186138421,84.02807220444083,-80.26760279899463,103.18944962741807,0.19
107.40244692750275,75.33654470741749,-90.45509027829394,105.87469779560342,0.195
108.89092710986733,75.33654470741749,-83.28944196319208,94.77467472711578,0.2
117.42911870870739,74.51002681721002,-88.07277400651947,79.72905720537528,0.205
121.55048845987767,87.07235076837242,-73.58066167822108,105.8447785959579,0.21
107.76895712316036,63.002354653552175,-118.74743344308808,95.05890712374821,0.215
106.8265023343265,61.86542506702244,-109.64077705098316,80.30500179855153,0.22
118.64084629435092,75.95362820010632,-85.57078093616292,81.25493638729677,0.225
114.54191594291478,84.01685250457376,-81.33721418632194,103.03985362919047,0.23
95.50208526849747,64.6254712343216,-106.14771049236879,95.5824931175448,0.235
89.8959752349183,52.32868018001318,-110.54583284026012,74.55303566670045,0.24
132.15310483425856,80.43402834702283,-83.93644465552643,83.7270102580078,0.245
115.66014602966607,74.15473632141948,-88.71977669885382,96.61470550531521,0.25
105.11362815462053,70.22410146798939,-88.6187994000502,108.85539806028828,0.255
94.24173898342997,55.13360514678061,-119.22988053737208,75.09906106023118,0.26
133.3947516195476,86.5973834739998,-78.56968821911141,89.90906488476321,0.265
133.97817601263523,91.26851851865649,-69.38823382789269,110.90486323600635,0.27
113.62190055381507,72.04917264636606,-96.6221853052266,106.63763738656417,0.275
107.9035935215652,67.22096180357039,-99.2887339736335,86.84982672100887,0.28
109.63142730109394,70.5494727641344,-88.66741809947416,80.17784520005807,0.285
117.40667930897325,82.37877632398158,-78.33033462194726,100.49298175936565,0.29
92.9327739989385,54.0639937594533,-113.54523260472342,91.22924956912175,0.295
