ch1,ch2,ch3,ch4,f
45.552143156091816,566.7027916567525,368.4174206059348,72.83629676268046,0.0
182.23207854367482,2266.832547075196,1473.686216533092,291.2718968700824,0.006
182.2181360459987,2266.9340267282787,1473.7875012046889,291.35404312282134,0.012
182.2028916741028,2267.000922600572,1473.7975588808495,291.36999468029495,0.018
182.18939673365188,2267.2538334306464,1473.9508025832272,291.409058284042,0.024
182.21260370375833,2267.658031106953,1474.2251259706977,291.5036721701476,0.031
182.23406214703112,2267.591025950927,1474.3991939572088,291.65725260163225,0.037
182.3061162006949,2267.969616271373,1474.7743602356832,291.75495389309583,0.043
182.22965760079092,2268.439636023779,1475.1290964205702,291.9085934871214,0.049
182.29597683825912,2268.6727278461553,1475.5462704291685,292.1028308270426,0.055
182.2638440286829,2268.9884510510233,1475.8585295279229,292.301620090898,0.061
182.30930959543977,2269.668439082413,1476.1712398384955,292.50106249499265,0.067
182.3324394138483,2270.153465514789,1476.8951725428365,292.7373053091724,0.073
182.34207755060874,2270.671337892161,1477.3904614168102,293.0286620260611,0.079
182.3649304372952,2271.4540587978504,1478.0405938391523,293.2367810169749,0.085
182.3648560133109,2272.0145858418337,1478.4668475285491,293.5436283110683,0.092
182.4317128379941,2272.8293441455244,1479.2916279080284,293.85031828095066,0.098
182.43434193854964,2273.3599606014927,1479.9746872199862,294.2010540078188,0.104
182.4532606531858,2274.493649236539,1480.8856470498943,294.5117176350651,0.11
182.50761266817364,2275.005177267579,1481.6224963154232,294.9334646629217,0.116
182.5242359620086,2276.1974143299753,1482.4871042970578,295.2779269561653,0.122
182.56970752834226,2277.032618654589,1483.433743733258,295.7270123142897,0.128
182.6199805844536,2278.025853167774,1484.2804901440938,296.1993695195781,0.134
182.6662858071459,2279.0712012066647,1485.3183661884284,296.6490789851803,0.14
182.70185498612446,2280.124804608187,1486.2747439256316,297.16870465616086,0.146
182.68769260913174,2281.4195512093706,1487.4142031134581,297.5566201219393,0.153
182.78374542881443,2282.642664318242,1488.58905694186,298.13123417301256,0.159
182.79627667402838,2283.7761016318527,1489.6690566669085,298.6463297157274,0.165
182.86587768657574,2284.932532965552,1490.8451300903062,299.2075244752345,0.171
182.93380476501838,2286.550343266615,1492.2657691124907,299.833593856211,0.177
182.9821139225217,2287.826718496122,1493.3686435525046,300.4967448004824,0.183
183.06019136268603,2289.1947609866666,1494.9188019612093,301.06821917886515,0.189
183.00673396841026,2290.676673281716,1496.265845006703,301.7321050443301,0.195
183.10165536493983,2292.5634041165395,1497.8206794172906,302.44127703567847,0.201
183.23329126146845,2293.5018573046614,1499.3895841248795,303.1491419988462,0.208
183.204597145384,2295.5465827966946,1500.9151549422422,303.7696593902152,0.214
