ch1,ch2,ch3,ch4,f
7.608700160639514e+46,1.176078248755718e+47,4.268992629336011e+44,1.0504353754608981e+45,0.0
3.0238213597547455e+47,4.6743144867340684e+47,1.6966485421139366e+45,4.175012429084647e+45,0.012
2.9663481037182756e+47,4.5865998257335574e+47,1.66463902796518e+45,4.0968510002192916e+45,0.024
2.8752905033377626e+47,4.447586597601515e+47,1.6139215900621894e+45,3.9729609655769755e+45,0.037
2.7568632663456193e+47,4.266696737623261e+47,1.547952645669643e+45,3.811726365870016e+45,0.049
2.618288354947534e+47,4.0548715471153706e+47,1.470747274285302e+45,3.6228974478449e+45,0.061
2.466843902848783e+47,3.823133209777179e+47,1.3863488486076014e+45,3.416309519936171e+45,0.073
2.3091306539073056e+47,3.581482197034596e+47,1.2984202438422529e+45,3.2008926708576976e+45,0.085
2.1506347115670645e+47,3.3382455291520016e+47,1.2100012563595352e+45,2.98407997380215e+45,0.098
1.995567631795507e+47,3.0998421757915894e+47,1.123421836918549e+45,2.771590095403371e+45,0.11
1.8469108660738357e+47,2.870852092509526e+47,1.040329881847704e+45,2.567486416022168e+45,0.122
1.7065797476962387e+47,2.654260227076198e+47,9.617853259975492e+44,2.374397829801175e+45,0.134
1.5756361515340073e+47,2.451769916911794e+47,8.883801761430385e+44,2.1938049004423628e+45,0.146
1.4545019235797284e+47,2.264115707383433e+47,8.20357408141927e+44,2.0263264452414738e+45,0.159
1.3431467239172847e+47,2.0913381316936544e+47,7.577141829682344e+44,1.8719712714152893e+45,0.171
1.241239857203183e+47,1.933006425882929e+47,7.002840718096824e+44,1.7303415371007007e+45,0.183
1.1482655784848293e+47,1.7883892730884398e+47,6.477986531124264e+44,1.600787412753165e+45,0.195
1.0636064533763998e+47,1.6565805806485122e+47,5.999316516253274e+44,1.4825192094016708e+45,0.208
9.866011718506006e+46,1.5365894859031175e+47,5.563296322002399e+44,1.3746852903141804e+45,0.22
9.165831458925822e+46,1.427403334062054e+47,5.166329508316188e+44,1.2764239021463088e+45,0.232
8.529052810866293e+46,1.3280307312554777e+47,4.804898426956817e+44,1.18689591883269e+45,0.244
7.949551205098255e+46,1.237529879274737e+47,4.475656394846599e+44,1.1053041361314782e+45,0.256
7.42163422100465e+46,1.1550257986400724e+47,4.175484087432952e+44,1.0309034858945791e+45,0.269
6.940082818755169e+46,1.0797189953766922e+47,3.9015187556295034e+44,9.630054234250767e+44,0.281
6.50016213726895e+46,1.0108876053772038e+47,3.651162788979663e+44,9.009787846790185e+44,0.293
6.097611439397775e+46,9.478848510414722e+46,3.4220773384570767e+44,8.44248624797021e+44,0.305
5.728620175425847e+46,8.901335224163253e+46,3.212166255333235e+44,7.92293946143024e+44,0.317
5.389795568242646e+46,8.371189935088129e+46,3.019554939497823e+44,7.446447982132632e+44,0.33
5.078125903734139e+46,7.883819681690083e+46,2.8425676672563103e+44,7.008789698618582e+44,0.342
4.790942558677759e+46,7.435117590349357e+46,2.6797057320928027e+44,6.606183765670034e+44,0.354
4.525882742353041e+46,7.021405035607044e+46,2.5296275654530134e+44,6.235252343676731e+44,0.366
4.280854076383399e+46,6.639383805691283e+46,2.3911311518005596e+44,5.892981479914041e+44,0.378
4.0540015612495805e+46,6.286096628644882e+46,2.2631385986150376e+44,5.576682640679245e+44,0.391
3.843677192586578e+46,5.958893478931917e+46,2.1446825866802385e+44,5.283956230917283e+44,0.403
3.6484124426237563e+46,5.65540129440092e+46,2.0348944474496072e+44,5.012657970354006e+44,0.415
3.466893876772534e+46,5.373495598575537e+46,1.932993659031264e+44,4.760868513600198e+44,0.427
3.2979421634849057e+46,5.111273511603929e+46,1.838278571463552e+44,4.5268663867927496e+44,0.439
3.1404945586976026e+46,4.867028367331418e+46,1.750118180853165e+44,4.3091041630082495e+44,0.452
2.9935906413018644e+46,4.639226475512597e+46,1.6679447936416239e+44,4.1061877259890976e+44,0.464
2.8563607772219785e+46,4.4264865100057824e+46,1.5912474543513517e+44,3.9168584154593704e+44,0.476
2.7280166282240707e+46,4.227561718034152e+46,1.5195660355386511e+44,3.739977794816921e+44,0.488
2.60784304839856e+46,4.0413248142807106e+46,1.452485901009205e+44,3.574514736999051e+44,0.5
2.4951908840707057e+46,3.86675518212208e+46,1.3896330633843424e+44,3.4195344869545063e+44,0.513
2.389470416590559e+46,3.702927907249722e+46,1.330669777543232e+44,3.274189333057098e+44,0.525
2.290145370978491e+46,3.5490041999134453e+46,1.275290541633598e+44,3.137710518907603e+44,0.537
2.1967275089915098e+46,3.4042228663736857e+46,1.2232185035454334e+44,3.009401064017266e+44,0.549
2.108771834770199e+46,3.2678926087315314e+46,1.1742022789754774e+44,2.8886292322280093e+44,0.562
2.0258723980161908e+46,3.139385024899624e+46,1.1280131746347188e+44,2.774822469417968e+44,0.574
1.9476586239221238e+46,3.0181282341463146e+46,1.084442786311662e+44,2.667461706780356e+44,0.586
1.8737920618287122e+46,2.9036010775036624e+46,1.0433009207652206e+44,2.5660759856990695e+44,0.598
1.8039634407719323e+46,2.795327854236524e+46,1.0044137828795447e+44,2.4702374072255523e+44,0.61
1.7378899478987325e+46,2.6928735680348453e+46,9.67622376325097e+43,2.3795564435571213e+44,0.623
1.675312690153386e+46,2.595839669733361e+46,9.327810806716979e+43,2.293677664805649e+44,0.635
1.615994340412001e+46,2.503860289151903e+46,8.997563817558763e+43,2.212275926250009e+44,0.647
1.5597169909248903e+46,2.4165989414275206e+46,8.684257396815698e+43,2.135053032579213e+44,0.659
