frequency,Rmax,R_ratio,time
7.5,0.2918937604837357,0.9784599660639854,18:10:23
6.666666666666667,0.3207308234926331,0.9838318166632425,18:10:25
8.571428571428571,0.40211929300998533,0.8315887280081945,18:10:27
6.666666666666667,0.37062205655680136,0.7668245135079754,18:10:29
6.666666666666667,0.4044949757896521,0.7699041316315344,18:10:31
6.666666666666667,0.34672146278988564,0.9391745477129344,18:10:33
6.666666666666667,0.4631760357603243,0.6778844197024213,18:10:35
6.666666666666667,0.320420220019144,0.9586953457109969,18:10:37
6.666666666666667,0.3544005070999621,0.7373972213196637,18:10:39
7.5,0.39003511674292807,0.8757672520112867,18:10:41
8.571428571428571,0.36849589230598284,0.821684393107979,18:10:43
8.571428571428571,0.3629082710328369,0.8124048785892518,18:10:45
8.571428571428571,0.3667960271752113,0.8923909363924262,18:10:47
6.666666666666667,0.37596637893464113,0.869825832840115,18:10:49
8.571428571428571,0.3338666011225681,0.9908273902332309,18:10:51
6.666666666666667,0.38507852900154604,0.7436452794497547,18:10:53
8.571428571428571,0.5251720418971917,0.6209761185803258,18:10:55
8.571428571428571,0.3727888991960658,0.8930230979721648,18:10:57
10.0,0.396892320162428,0.9654109861299746,18:10:59
10.0,0.4107145107717312,0.8814589449029201,18:11:01
6.666666666666667,0.29005197989137543,0.853651741789613,18:11:03
6.666666666666667,0.5070934809693708,0.738757296731939,18:11:05
6.666666666666667,0.30314589358426874,0.9529637766099536,18:11:07
10.0,0.3815745296455327,0.8986336342951308,18:11:09
7.5,0.46713237355783954,0.8199297705804811,18:11:11
10.0,0.3134029495726338,0.8569927885991715,18:11:13
10.0,0.46084884216360084,0.8099259602896767,18:11:15
7.5,0.5162590562679916,0.7058165587989869,18:11:18
7.5,0.3208249444466776,0.9465367841712002,18:11:20
7.5,0.5054516282068036,0.617954053329902,18:11:22
10.0,0.39059079213403025,0.63875037310062,18:11:24
8.571428571428571,0.391939422186897,0.7655102639726719,18:11:26
8.571428571428571,0.3667111470020174,0.9431244409918166,18:11:28
8.571428571428571,0.38853894299044134,0.758415122072184,18:11:30
8.571428571428571,0.3215170100494601,0.9396256448105827,18:11:32
10.0,0.37027108632040917,0.7585366489600994,18:11:34
6.666666666666667,0.2961412557833678,0.9194353695919719,18:11:36
7.5,0.2870853528036882,0.8980687187918073,18:11:38
7.5,0.3371236928326635,0.9133914773243033,18:11:40
6.666666666666667,0.33385451514057574,0.8385848103654331,18:11:42
7.5,0.38401615257358745,0.8226733678971526,18:11:44
10.0,0.3530230140941518,0.9312888283477898,18:11:46
10.0,0.28720986243262697,0.9601718817591728,18:11:48
6.666666666666667,0.3627395565213159,0.9503610241138472,18:11:50
8.571428571428571,0.3429147731162347,0.8317353495027167,18:11:52
7.5,0.356622416575742,0.9784294868965693,18:11:54
7.5,0.5351842077182236,0.8300654942830664,18:11:56
7.5,0.4101999000041971,0.6995267486334744,18:11:58
8.571428571428571,0.401640917637282,0.7833036705319624,18:12:00
10.0,0.42120294415526743,0.8652915180150859,18:12:02
8.571428571428571,0.39937546023033893,0.8636900506061409,18:12:04
7.5,0.4991293232346695,0.7308856471955687,18:12:06
8.571428571428571,0.3447951884290422,0.8336712780431912,18:12:08
8.571428571428571,0.3040611789291581,0.8737064906574256,18:12:10
8.571428571428571,0.35852369189227784,0.9159842665016202,18:12:12
10.0,0.4096181517722668,0.8780786352460782,18:12:14
7.5,0.37882853164264857,0.9696192885830661,18:12:16
10.0,0.30344843162884544,0.906358596603601,18:12:18
10.0,0.49699789299299174,0.8461401701281486,18:12:20
6.666666666666667,0.4435021658050398,0.6762306873723667,18:12:22
